342	UUI12030	01.00.12.01-2009	UUI12030	17.00.07.01-2010
343	UUI12030	01.00.12.01-2009	UUI12030	18.00.07.01-2009
344	UUI12030	01.00.12.01-2009	UUI12030	18.00.07.01-2010
345	UUI12030	01.00.12.01-2009	UUI12030	22.00.07.01-2010
346	UUI12030	01.00.12.01-2009	UUI12030	23.00.07.01-2010
347	UUI12030	01.00.12.01-2009	UUI12030	24.00.07.01-2009
348	FSK10111	01.00.12.01-2010	FSK10111	06.00.12.01-2010
349	FSK10111	01.00.12.01-2010	FSK10111	08.00.12.01-2011
350	FSK10111	01.00.12.01-2010	IKI10030	01.00.12.01-2006
351	FSK10111	01.00.12.01-2010	IKI10030	01.00.12.01-2009
352	FSK10111	01.00.12.01-2010	UIST601111	01.00.12.01-2012
353	FSK10111	01.00.12.01-2010	UIST601111	01.00.12.01-2016
354	FSK10111	01.00.12.01-2010	UIST601111	06.00.12.01-2012
355	FSK10111	01.00.12.01-2010	UIST601111	06.00.12.01-2016
356	FSK10111	01.00.12.01-2010	UIST601111	08.00.12.01-2012
357	FSK10111	01.00.12.01-2010	UIST601111	08.00.12.01-2016
358	FSK10111	01.00.12.01-2010	UIST601111	09.00.12.01-2012
359	FSK10111	01.00.12.01-2010	UIST601111	09.00.12.01-2016
360	IKI10100	01.00.12.01-2010	CSF1600100	01.00.12.01-2012
361	IKI10100	01.00.12.01-2010	CSF1600100	06.00.12.01-2012
362	IKI10100	01.00.12.01-2010	CSF1600100	08.00.12.01-2012
363	IKI10100	01.00.12.01-2010	CSF1600100	09.00.12.01-2012
364	IKI10100	01.00.12.01-2010	CSGE601010	01.00.12.01-2016
365	IKI10100	01.00.12.01-2010	CSGE601010	06.00.12.01-2016
366	IKI10100	01.00.12.01-2010	CSGE601010	08.00.12.01-2016
367	IKI10100	01.00.12.01-2010	CSGE601010	09.00.12.01-2016
368	IKI10100	01.00.12.01-2010	IKI10100	06.00.12.01-2010
369	IKI10100	01.00.12.01-2010	IKI10100	08.00.12.01-2011
370	IKI10100	01.00.12.01-2010	IKI10600	01.00.12.01-2006
371	IKI10100	01.00.12.01-2010	IKI10600	01.00.12.01-2009
372	IKI10100	01.00.12.01-2010	IKI10600	06.00.12.01-2006
373	IKI10100	01.00.12.01-2010	IKI10600	06.00.12.01-2009
374	IKI10103	01.00.12.01-2010	CSF1600103	01.00.12.01-2012
375	IKI10103	01.00.12.01-2010	CSF1600103	06.00.12.01-2012
376	IKI10103	01.00.12.01-2010	CSF1600103	08.00.12.01-2012
377	IKI10103	01.00.12.01-2010	CSF1600103	09.00.12.01-2012
378	IKI10103	01.00.12.01-2010	CSGE602012	01.00.12.01-2016
379	IKI10103	01.00.12.01-2010	CSGE602012	06.00.12.01-2016
380	IKI10103	01.00.12.01-2010	CSGE602012	08.00.12.01-2016
381	IKI10103	01.00.12.01-2010	CSGE602012	09.00.12.01-2016
382	IKI10103	01.00.12.01-2010	IKI10103	06.00.12.01-2010
383	IKI10103	01.00.12.01-2010	IKI10103	08.00.12.01-2011
384	IKI10103	01.00.12.01-2010	IKI20600	01.00.12.01-2006
385	IKI10103	01.00.12.01-2010	IKI20600	01.00.12.01-2009
386	IKI10200	01.00.12.01-2010	CSF1600200	01.00.12.01-2012
