npm,kd_mk,nilai,kode_pras1,kode_pras2,kode_pras3,kode_pras4,nilai_angka,y
906640564,IKS31951,A,,,,,4.0,lulus
1006666242,UUI11002,A,,,,,4.0,lulus
1006666356,IKI10103,A,,,,,4.0,lulus
1006666425,IKI10400,A,IKI10200,,,,4.0,lulus
1006685670,IKI20101,A,,,,,4.0,lulus
906564006,IKS22403,A,IKI10103,,,,4.0,lulus
1006666305,UUI11002,A,,,,,4.0,lulus
1006685595,IKI10400,A,IKI10200,,,,4.0,lulus
1006685582,IKI10400,C,IKI10200,,,,2.0,hati hati
1006685651,IKI10400,C,IKI10200,,,,2.0,hati hati
1006666375,UUI11002,C,,,,,2.0,hati hati
1006685696,IKI10103,A,,,,,4.0,lulus
1006685714,UUI11002,B+,,,,,3.3,lulus
1006685701,IKS12800,A,,,,,4.0,lulus
1006685746,UUI11002,A,,,,,4.0,lulus
1006685752,IKS12600,A,,,,,4.0,lulus
1006685821,IKS12600,B+,,,,,3.3,lulus
1006685790,UUI11002,A,,,,,4.0,lulus
1006685815,IKS12600,A,,,,,4.0,lulus
1006685765,IKI10103,C,,,,,2.0,hati hati
1006685834,IKS12800,A,,,,,4.0,lulus
1006685840,IKI10400,A,IKI10200,,,,4.0,lulus
1006685916,UUI11002,B+,,,,,3.3,lulus
1006685872,IKI10103,A,,,,,4.0,lulus
1006685960,IKI10400,B+,IKI10200,,,,3.3,lulus
1006685916,IKS12600,A,,,,,4.0,lulus
1006685973,IKS12600,A,,,,,4.0,lulus
1006686130,IKI10103,B+,,,,,3.3,lulus
1006686055,IKI10103,A,,,,,4.0,lulus
1006686181,IKS12600,B+,,,,,3.3,lulus
1006686061,UUI11002,A,,,,,4.0,lulus
1006685853,IKS12800,C,,,,,2.0,hati hati
1006686143,IKI10400,A,IKI10200,,,,4.0,lulus
1006686143,UUI11002,A,,,,,4.0,lulus
1006686250,IKS12800,B+,,,,,3.3,lulus
1006686206,UUI12030,A,,,,,4.0,lulus
1006686225,IKS12800,A,,,,,4.0,lulus
1006686263,UUI11002,A,,,,,4.0,lulus
1006760664,IKS12800,B+,,,,,3.3,lulus
1006686326,IKI10103,A,,,,,4.0,lulus
1006685670,UUI11002,B-,,,,,2.7,hati hati
1006760664,IKI10103,A,,,,,4.0,lulus
1006685714,IKI10400,A,IKI10200,,,,4.0,lulus
1006685765,IKS12800,B-,,,,,2.7,hati hati
1006685802,UUI11002,B-,,,,,2.7,hati hati
1006686023,IKS12600,C,,,,,2.0,hati hati
1006685853,IKI10103,B-,,,,,2.7,hati hati
1006685960,UUI11002,B-,,,,,2.7,hati hati
1006686042,IKI10103,B-,,,,,2.7,hati hati
1006686061,IKI10400,B-,IKI10200,,,,2.7,hati hati
1006686181,UUI11002,B-,,,,,2.7,hati hati
1006686225,IKI10103,B-,,,,,2.7,hati hati
1006686282,IKS12600,B-,,,,,2.7,hati hati
1006685872,IKS12800,A,,,,,4.0,lulus
1006685941,IKS12800,A,,,,,4.0,lulus
1006686042,IKS12800,A,,,,,4.0,lulus
1006686212,IKS12600,A,,,,,4.0,lulus
1006686276,IKS12600,A,,,,,4.0,lulus
1006760651,IKS12800,A,,,,,4.0,lulus
1006685834,IKI10103,A,,,,,4.0,lulus
1006686124,IKS12600,C,,,,,2.0,hati hati
1006732061,IKI10400,C,IKI10200,,,,2.0,hati hati
1006685701,IKI10103,C,,,,,2.0,hati hati
1006760701,FSK10111,C,,,,,2.0,hati hati
1006685935,IKS12600,C,,,,,2.0,hati hati
1006686263,IKI10400,C,IKI10200,,,,2.0,hati hati
1006760746,IKS12800,A,,,,,4.0,lulus
1006760701,IKS12600,B+,,,,,3.3,lulus
1006760771,IKS12600,A,,,,,4.0,lulus
1006760752,UUI11002,B+,,,,,3.3,lulus
1006760790,IKS12800,A,,,,,4.0,lulus
1006760821,IKI10103,B+,,,,,3.3,lulus
1006760840,IKI10400,A,IKI10200,,,,4.0,lulus
1006760853,IKI10400,B+,IKI10200,,,,3.3,lulus
1006775640,IKI10103,A,,,,,4.0,lulus
1006775685,UUI11002,A,,,,,4.0,lulus
1006775735,IKS12600,B+,,,,,3.3,lulus
1006775722,IKI10103,A,,,,,4.0,lulus
1006775722,IKS12800,A,,,,,4.0,lulus
1006760765,UUI12030,C,,,,,2.0,hati hati
806386505,IKS22602,A,IKS12600,,,,4.0,lulus
806386695,IKS22602,B+,IKS12600,,,,3.3,lulus
806386663,IKS42651,A,IKI20700,,,,4.0,lulus
806386764,IKS31603,A,IKS22602,,,,4.0,lulus
806386796,IKS41652,B+,IKS12600,,,,3.3,lulus
906618715,IKS31603,A,IKS22602,,,,4.0,lulus
906618715,IKS32901,A,,,,,4.0,lulus
906618740,IKS32901,B+,,,,,3.3,lulus
906618740,IKS31603,A,IKS22602,,,,4.0,lulus
906618785,IKS31603,B+,IKS22602,,,,3.3,lulus
906618753,IKS42651,A,IKI20700,,,,4.0,lulus
906618803,IKS32758,B+,IKS31504,IKS12800,,,3.3,lulus
906618791,IKS41652,A,IKS12600,,,,4.0,lulus
1006775640,IKS12800,C,,,,,2.0,hati hati
1006760840,UUI11002,A,,,,,4.0,lulus
906618854,IKS31603,A,IKS22602,,,,4.0,lulus
906618854,IKS32901,A,,,,,4.0,lulus
906618892,IKS32901,B+,,,,,3.3,lulus
1006775666,IKS12600,A,,,,,4.0,lulus
906618886,IKS32758,A,IKS31504,IKS12800,,,4.0,lulus
1006760683,IKI10103,B-,,,,,2.7,hati hati
1006775691,IKS12600,C,,,,,2.0,hati hati
1006760765,IKS12600,B-,,,,,2.7,hati hati
1006760784,IKS12600,B-,,,,,2.7,hati hati
1006760853,UUI11002,B-,,,,,2.7,hati hati
1006775666,FSK10111,B-,,,,,2.7,hati hati
1006775685,IKI10200,B-,,,,,2.7,hati hati
806386474,IKS31604,C,IKS22602,,,,2.0,hati hati
806386556,IKS31504,B-,IKI20505,,,,2.7,hati hati
806386852,IKS31603,B-,IKS22602,,,,2.7,hati hati
906618721,IKS41652,B-,IKS12600,,,,2.7,hati hati
906618772,IKS32656,C,IKS22602,IKI10200,,,2.0,hati hati
806386505,IKS41652,A,IKS12600,,,,4.0,lulus
906618734,IKS32758,A,IKS31504,IKS12800,,,4.0,lulus
906618822,IKS41652,A,IKS12600,,,,4.0,lulus
906618892,IKS31603,A,IKS22602,,,,4.0,lulus
1006760746,IKI10103,A,,,,,4.0,lulus
1006775716,IKS12800,A,,,,,4.0,lulus
906618785,IKS32901,A,,,,,4.0,lulus
906618816,IKS32901,C,,,,,2.0,hati hati
806386745,IKS31603,C,IKS22602,,,,2.0,hati hati
906618910,IKS41652,A,IKS12600,,,,4.0,lulus
906618936,IKS32758,A,IKS31504,IKS12800,,,4.0,lulus
906619005,IKS32901,B+,,,,,3.3,lulus
906618961,IKS32606,A,IKS22602,,,,4.0,lulus
906618993,IKS32606,A,IKS22602,,,,4.0,lulus
906619011,IKS41652,A,IKS12600,,,,4.0,lulus
906619024,IKS32758,A,IKS31504,IKS12800,,,4.0,lulus
906619075,IKS41652,B+,IKS12600,,,,3.3,lulus
906619043,IKS41652,A,IKS12600,,,,4.0,lulus
906619106,IKS32606,B+,IKS22602,,,,3.3,lulus
906619075,IKS32606,A,IKS22602,,,,4.0,lulus
906619112,IKS32901,A,,,,,4.0,lulus
906648466,IKS31605,B+,IKS22602,,,,3.3,lulus
906619144,IKS21601,A,,,,,4.0,lulus
906648491,IKS31259,B+,IKS21601,,,,3.3,lulus
906648440,IKS31604,A,IKS22602,,,,4.0,lulus
906648472,IKS32656,A,IKS22602,IKI10200,,,4.0,lulus
906648485,IKS31604,A,IKS22602,,,,4.0,lulus
906648541,IKS31259,B+,IKS21601,,,,3.3,lulus
906648503,IKS32656,A,IKS22602,IKI10200,,,4.0,lulus
906648522,IKS31605,A,IKS22602,,,,4.0,lulus
906648554,IKS31504,A,IKI20505,,,,4.0,lulus
906648610,IKS31504,B+,IKI20505,,,,3.3,lulus
906648573,IKS31605,A,IKS22602,,,,4.0,lulus
906648636,IKS31605,B+,IKS22602,,,,3.3,lulus
906648604,IKS31605,A,IKS22602,,,,4.0,lulus
906619056,IKS32758,A,IKS31504,IKS12800,,,4.0,lulus
906648661,BJG20630,B+,,,,,3.3,lulus
906619094,IKS32901,A,,,,,4.0,lulus
906648642,IKS32656,A,IKS22602,IKI10200,,,4.0,lulus
906618835,IKS32656,B-,IKS22602,IKI10200,,,2.7,hati hati
906619144,IKI10200,A,,,,,4.0,lulus
906618942,IKS32901,B-,,,,,2.7,hati hati
906618974,IKS41652,B-,IKS12600,,,,2.7,hati hati
906619030,IKS32606,B-,IKS22602,,,,2.7,hati hati
906619106,IKS41652,B-,IKS12600,,,,2.7,hati hati
906619131,IKS32606,B-,IKS22602,,,,2.7,hati hati
906648421,IKS32656,B-,IKS22602,IKI10200,,,2.7,hati hati
906648491,IKS31605,B-,IKS22602,,,,2.7,hati hati
906648522,IKS31259,B-,IKS21601,,,,2.7,hati hati
906648573,IKS31259,B-,IKS21601,,,,2.7,hati hati
906648516,IKS31604,A,IKS22602,,,,4.0,lulus
906648554,IKS32758,A,IKS31504,IKS12800,,,4.0,lulus
906648604,IKS31259,A,IKS21601,,,,4.0,lulus
906619011,IKS32606,A,IKS22602,,,,4.0,lulus
906618942,IKS31603,C,IKS22602,,,,2.0,hati hati
906619043,IKS32606,C,IKS22602,,,,2.0,hati hati
906619125,IKS42651,C,IKI20700,,,,2.0,hati hati
906648466,IKS31259,C,IKS21601,,,,2.0,hati hati
906648586,IKS32656,C,IKS22602,IKI10200,,,2.0,hati hati
906648636,IKS31259,C,IKS21601,,,,2.0,hati hati
906618860,IKS42651,C,IKI20700,,,,2.0,hati hati
906619081,IKS32656,C,IKS22602,IKI10200,,,2.0,hati hati
906648674,IKS31605,A,IKS22602,,,,4.0,lulus
1006822643,IKI10400,B+,IKI10200,,,,3.3,lulus
1006822630,IKI20700,A,IKI10400,,,,4.0,lulus
1006822675,IKI10400,B+,IKI10200,,,,3.3,lulus
1006822656,IKS22602,A,IKS12600,,,,4.0,lulus
1006822694,IKI20505,A,IKS21501,IKO21502,,,4.0,lulus
1006822826,IKS22403,B+,IKI10103,,,,3.3,lulus
1006822750,IKS22602,A,IKS12600,,,,4.0,lulus
906648674,IKS31259,C,IKS21601,,,,2.0,hati hati
1006822795,IKS22602,A,IKS12600,,,,4.0,lulus
1006822800,IKI20505,A,IKS21501,IKO21502,,,4.0,lulus
1006822896,IKI10400,B+,IKI10200,,,,3.3,lulus
1006822845,IKI20700,A,IKI10400,,,,4.0,lulus
1006822920,IKI10400,B+,IKI10200,,,,3.3,lulus
1006822870,IKI20505,A,IKS21501,IKO21502,,,4.0,lulus
1006822901,IKS22602,A,IKS12600,,,,4.0,lulus
1006822971,IKS31650,B+,IKS12800,,,,3.3,lulus
1006822933,IKS12800,A,,,,,4.0,lulus
1006822946,IKI20505,A,IKS21501,IKO21502,,,4.0,lulus
1006823002,IKS31650,B+,IKS12800,,,,3.3,lulus
1006822971,IKI20505,A,IKS21501,IKO21502,,,4.0,lulus
1006823040,IKI10400,B+,IKI10200,,,,3.3,lulus
1006822990,IKS22602,A,IKS12600,,,,4.0,lulus
1006822706,IKI20505,C,IKS21501,IKO21502,,,2.0,hati hati
1006823034,IKI20505,A,IKS21501,IKO21502,,,4.0,lulus
1006826212,IKS12800,B+,,,,,3.3,lulus
1006823091,IKI10400,A,IKI10200,,,,4.0,lulus
1006823091,IKS31650,A,IKS12800,,,,4.0,lulus
1006822662,IKI20700,A,IKI10400,,,,4.0,lulus
1006823135,IKI20505,A,IKS21501,IKO21502,,,4.0,lulus
906648610,IKS32656,B-,IKS22602,IKI10200,,,2.7,hati hati
1006826225,IKS21501,A,IKI10200,,,,4.0,lulus
1006826231,IKS12600,A,,,,,4.0,lulus
1006822712,IKS22602,A,IKS12600,,,,4.0,lulus
906648661,IKS31604,B-,IKS22602,,,,2.7,hati hati
906648680,IKS32656,B-,IKS22602,IKI10200,,,2.7,hati hati
1006822675,IKS31650,B-,IKS12800,,,,2.7,hati hati
1006822706,IKS31650,B-,IKS12800,,,,2.7,hati hati
1006822744,IKS31650,B-,IKS12800,,,,2.7,hati hati
1006822776,IKI20700,C,IKI10400,,,,2.0,hati hati
1006822851,IKS31650,B-,IKS12800,,,,2.7,hati hati
1006822920,IKS31650,B-,IKS12800,,,,2.7,hati hati
1006822952,IKS22602,B-,IKS12600,,,,2.7,hati hati
1006822832,IKS22602,C,IKS12600,,,,2.0,hati hati
1006823085,IKS21501,B-,IKI10200,,,,2.7,hati hati
1006822851,IKI20505,A,IKS21501,IKO21502,,,4.0,lulus
1006822965,IKI20505,A,IKS21501,IKO21502,,,4.0,lulus
1006823072,IKS22602,A,IKS12600,,,,4.0,lulus
1006823135,IKS31650,A,IKS12800,,,,4.0,lulus
906648642,IKS31504,A,IKI20505,,,,4.0,lulus
1006822782,IKS31650,A,IKS12800,,,,4.0,lulus
1006823015,IKS22602,A,IKS12600,,,,4.0,lulus
1006823002,IKI10400,C,IKI10200,,,,2.0,hati hati
1006823053,IKS22602,C,IKS12600,,,,2.0,hati hati
1006826231,IKS21601,C,,,,,2.0,hati hati
1006822896,IKS31650,C,IKS12800,,,,2.0,hati hati
1006826250,IKS21601,A,,,,,4.0,lulus
1006826276,IKS12800,A,,,,,4.0,lulus
1006826282,IKS21601,B+,,,,,3.3,lulus
1006826295,IKS21601,A,,,,,4.0,lulus
1006826300,IKS12800,A,,,,,4.0,lulus
1006826326,IKS21601,A,,,,,4.0,lulus
1006826383,IKS22403,B+,IKI10103,,,,3.3,lulus
1006826383,IKS12600,A,,,,,4.0,lulus
1006826420,IKS12600,B+,,,,,3.3,lulus
1006826433,IKS12800,A,,,,,4.0,lulus
1006826465,IKS12800,A,,,,,4.0,lulus
1006826490,IKS12800,B+,,,,,3.3,lulus
1006826484,IKS12600,A,,,,,4.0,lulus
1006826521,IKS22403,B+,IKI10103,,,,3.3,lulus
1006826515,IKS21501,A,IKI10200,,,,4.0,lulus
1006826521,IKS12600,A,,,,,4.0,lulus
1006826540,IKS21601,A,,,,,4.0,lulus
1006826572,IKS12800,A,,,,,4.0,lulus
906552366,IKI20020I,B+,,,,,3.3,lulus
906493312,UUI00K2N,A,,,,,4.0,lulus
906618822,IKS41757,A,IKS31504,,,,4.0,lulus
906648421,IKS41757,B+,IKS31504,,,,3.3,lulus
906619125,IKS41757,A,IKS31504,,,,4.0,lulus
1006826332,IKS12800,A,,,,,4.0,lulus
906648535,IKS31650,B+,IKS12800,,,,3.3,lulus
1006826401,IKS21601,A,,,,,4.0,lulus
906648573,IKS31650,A,IKS12800,,,,4.0,lulus
906648610,IKS31650,B+,IKS12800,,,,3.3,lulus
1006826452,IKS21601,A,,,,,4.0,lulus
906648661,IKS31650,A,IKS12800,,,,4.0,lulus
1006826566,IKS12600,A,,,,,4.0,lulus
1006823072,IKS42651,A,IKI20700,,,,4.0,lulus
1006826244,IKS12800,B-,,,,,2.7,hati hati
1006826263,IKS22403,B-,IKI10103,,,,2.7,hati hati
1006826313,IKS21501,B-,IKI10200,,,,2.7,hati hati
1006826420,IKS22403,B-,IKI10103,,,,2.7,hati hati
1006826452,IKS12600,B-,,,,,2.7,hati hati
1006826471,IKS21601,B-,,,,,2.7,hati hati
1006826534,IKS12800,B-,,,,,2.7,hati hati
1006826566,IKS21601,B-,,,,,2.7,hati hati
906618753,IKS41757,B-,IKS31504,,,,2.7,hati hati
806386764,IKS42651,A,IKI20700,,,,4.0,lulus
906619106,IKS41757,A,IKS31504,,,,4.0,lulus
1006826295,IKS12600,A,,,,,4.0,lulus
1006826326,IKS12600,C,,,,,2.0,hati hati
1006826446,IKS21501,C,IKI10200,,,,2.0,hati hati
1006826484,IKS22403,C,IKI10103,,,,2.0,hati hati
906619030,IKS41757,C,IKS31504,,,,2.0,hati hati
906648516,IKS41757,C,IKS31504,,,,2.0,hati hati
906648642,IKS41757,C,IKS31504,,,,2.0,hati hati
1006823116,IKI20505,C,IKS21501,IKO21502,,,2.0,hati hati
1006826396,IKS12800,C,,,,,2.0,hati hati
906648466,IKS31650,B-,IKS12800,,,,2.7,hati hati
906648623,IKS41757,B-,IKS31504,,,,2.7,hati hati
1006822800,IKS42651,B-,IKI20700,,,,2.7,hati hati
906648554,IKS41757,A,IKS31504,,,,4.0,lulus
806335340,IKO41357,B-,IKI10400,,,,2.7,hati hati
606101446,IKI40999,A,,,,,4.0,lulus
706271494,IKO41557,A,IKO31503,,,,4.0,lulus
706271701,IKO31900,A,,,,,4.0,lulus
706271790,IKO32402,A,IKI10400,,,,4.0,lulus
806319476,IKO31900,A,,,,,4.0,lulus
706272300,IKI40903,A,,,,,4.0,lulus
806334615,IKO31204,A,IKI10400,IKI20505,,,4.0,lulus
806319476,IKI30202,A,IKI10200,,,,4.0,lulus
806323100,IKI10103,A,,,,,4.0,lulus
806323100,IKO31300,A,IKI20102,IKI10400,IKI10100,,4.0,lulus
806334754,IKO31900,A,,,,,4.0,lulus
806334615,IKO31900,A,,,,,4.0,lulus
806334804,IKO41253,A,IKI10100,IKI10200,,,4.0,lulus
806334672,IKO31300,A,IKI20102,IKI10400,IKI10100,,4.0,lulus
806334672,IKS41757,A,IKS31504,,,,4.0,lulus
806334653,IKO31900,C,,,,,2.0,hati hati
806334703,IKO22401,A,IKI10100,IKI20101,,,4.0,lulus
806334722,IKO31355,A,IKI10103,IKO21105,IKI10400,,4.0,lulus
806334722,IKS41759,A,IKS31504,IKO31503,,,4.0,lulus
806334691,IKO31355,C,IKI10103,IKO21105,IKI10400,,2.0,hati hati
606102032,IKI40902,B+,,,,,3.3,lulus
806334754,IKO31204,A,IKI10400,IKI20505,,,4.0,lulus
806316404,IKS31650,C,IKS12800,,,,2.0,hati hati
706271405,IKO31258,B+,IKI20505,IKI10103,IKO21105,,3.3,lulus
806334792,IKO31300,A,IKI20102,IKI10400,IKI10100,,4.0,lulus
706271872,IKI40903,B+,,,,,3.3,lulus
706166264,BJN20635,B-,,,,,2.7,hati hati
706272105,IKI30202,B-,IKI10200,,,,2.7,hati hati
806323095,IKO31900,B-,,,,,2.7,hati hati
806334640,IKO31355,B-,IKI10103,IKO21105,IKI10400,,2.7,hati hati
806334691,IKO22401,B-,IKI10100,IKI20101,,,2.7,hati hati
806334722,IKI30202,B-,IKI10200,,,,2.7,hati hati
806334773,IKO31900,B-,,,,,2.7,hati hati
806334804,IKO31355,B-,IKI10103,IKO21105,IKI10400,,2.7,hati hati
806334855,IKI30202,A,IKI10200,,,,4.0,lulus
806334880,IKI30202,B+,IKI10200,,,,3.3,lulus
806334874,IKO31204,A,IKI10400,IKI20505,,,4.0,lulus
806334874,IKO32402,A,IKI10400,,,,4.0,lulus
806334855,IKO31300,C,IKI20102,IKI10400,IKI10100,,2.0,hati hati
806334893,IKO31355,A,IKI10103,IKO21105,IKI10400,,4.0,lulus
806334956,IKS41759,B+,IKS31504,IKO31503,,,3.3,lulus
806334956,IKO31900,A,,,,,4.0,lulus
806334962,IKO41253,A,IKI10100,IKI10200,,,4.0,lulus
806334994,IKO31900,B+,,,,,3.3,lulus
806335012,IKO31900,A,,,,,4.0,lulus
806335025,IKI10400,A,IKI10200,,,,4.0,lulus
806335044,IKO31900,B+,,,,,3.3,lulus
806335044,IKO31204,A,IKI10400,IKI20505,,,4.0,lulus
806335063,IKO31355,B+,IKI10103,IKO21105,IKI10400,,3.3,lulus
806335050,IKO31900,A,,,,,4.0,lulus
806335100,IKO31250,B+,IKI20201,,,,3.3,lulus
806335076,IKO41253,A,IKI10100,IKI10200,,,4.0,lulus
806334893,IKI30202,C,IKI10200,,,,2.0,hati hati
806335183,IKO41253,A,IKI10100,IKI10200,,,4.0,lulus
806335196,IKO31204,A,IKI10400,IKI20505,,,4.0,lulus
806335233,IKO31355,B+,IKI10103,IKO21105,IKI10400,,3.3,lulus
806335201,IKO31900,A,,,,,4.0,lulus
806335246,IKO31300,A,IKI20102,IKI10400,IKI10100,,4.0,lulus
806335265,IKI20102,A,,,,,4.0,lulus
806335284,IKO32402,B+,IKI10400,,,,3.3,lulus
806335284,IKI30202,A,IKI10200,,,,4.0,lulus
806335302,IKO31900,A,,,,,4.0,lulus
806335315,IKO31355,B+,IKI10103,IKO21105,IKI10400,,3.3,lulus
806335334,IKO31300,A,IKI20102,IKI10400,IKI10100,,4.0,lulus
806335334,IKO41253,A,IKI10100,IKI10200,,,4.0,lulus
806335063,IKI30202,C,IKI10200,,,,2.0,hati hati
806334930,IKI10103,A,,,,,4.0,lulus
806335366,IKO41253,A,IKI10100,IKI10200,,,4.0,lulus
806334842,IKO31355,B-,IKI10103,IKO21105,IKI10400,,2.7,hati hati
806335391,IKO31204,A,IKI10400,IKI20505,,,4.0,lulus
806335132,IKI20201,C,IKI10200,,,,2.0,hati hati
806334930,IKO31250,B-,IKI20201,,,,2.7,hati hati
806335012,IKO22401,B-,IKI10100,IKI20101,,,2.7,hati hati
806335031,IKO31204,B-,IKI10400,IKI20505,,,2.7,hati hati
806335265,IKO31204,C,IKI10400,IKI20505,,,2.0,hati hati
806335100,IKO41253,B-,IKI10100,IKI10200,,,2.7,hati hati
806335183,IKO31204,B-,IKI10400,IKI20505,,,2.7,hati hati
806335271,IKI20102,B-,,,,,2.7,hati hati
806335302,IKO31204,B-,IKI10400,IKI20505,,,2.7,hati hati
806335366,IKO31204,C,IKI10400,IKI20505,,,2.0,hati hati
806335031,IKO31900,A,,,,,4.0,lulus
806335164,IKO31300,A,IKI20102,IKI10400,IKI10100,,4.0,lulus
806335233,IKI30202,A,IKI10200,,,,4.0,lulus
806335372,IKO31204,A,IKI10400,IKI20505,,,4.0,lulus
806334861,IKO41356,A,IKI10400,,,,4.0,lulus
806335076,IKI30202,A,IKI10200,,,,4.0,lulus
806335315,IKO41357,A,IKI10400,,,,4.0,lulus
806334962,IKO31300,C,IKI20102,IKI10400,IKI10100,,2.0,hati hati
806335201,IKI30202,C,IKI10200,,,,2.0,hati hati
806335391,IKO31900,A,,,,,4.0,lulus
806335403,IKI30202,B+,IKI10200,,,,3.3,lulus
806357846,IKO31204,A,IKI10400,IKI20505,,,4.0,lulus
806335422,IKI20102,B+,,,,,3.3,lulus
806457400,IKO31355,A,IKI10103,IKO21105,IKI10400,,4.0,lulus
806457426,IKI10103,A,,,,,4.0,lulus
806457451,IKI10103,B+,,,,,3.3,lulus
806457470,IKI20630,A,,,,,4.0,lulus
806457470,IKO31250,A,IKI20201,,,,4.0,lulus
806457483,IKI30202,B+,IKI10200,,,,3.3,lulus
806457496,IKO31300,A,IKI20102,IKI10400,IKI10100,,4.0,lulus
806457514,IKS31650,A,IKS12800,,,,4.0,lulus
806457552,IKI30202,A,IKI10200,,,,4.0,lulus
806457533,IKO41356,B+,IKI10400,,,,3.3,lulus
806457590,IKI30202,A,IKI10200,,,,4.0,lulus
806457590,IKO31300,A,IKI20102,IKI10400,IKI10100,,4.0,lulus
806457621,IKO31300,A,IKI20102,IKI10400,IKI10100,,4.0,lulus
806457640,BJG20630,B+,,,,,3.3,lulus
806457716,IKO31900,A,,,,,4.0,lulus
806335416,IKO31204,A,IKI10400,IKI20505,,,4.0,lulus
806457400,IKI30202,A,IKI10200,,,,4.0,lulus
906510464,IKI10400,A,IKI10200,,,,4.0,lulus
906562846,IKI10103,A,,,,,4.0,lulus
906563041,BJN20635,A,,,,,4.0,lulus
806457496,IKS41759,A,IKS31504,IKO31503,,,4.0,lulus
806457552,IKO31300,A,IKI20102,IKI10400,IKI10100,,4.0,lulus
1006666002,IKI10100,A,,,,,4.0,lulus
1006666766,IKI10200,A,,,,,4.0,lulus
1006671305,UUI11001,A,,,,,4.0,lulus
806457621,IKI30202,A,IKI10200,,,,4.0,lulus
1006671860,FSK10111,A,,,,,4.0,lulus
1006759813,UUI12030,A,,,,,4.0,lulus
1205000355,IKI40999,A,,,,,4.0,lulus
806472894,IKI30640I,A,,,,,4.0,lulus
806457395,IKI30202,C,IKI10200,,,,2.0,hati hati
806457426,IKO21105,C,,,,,2.0,hati hati
906593315,IKI80320,A,,,,,4.0,lulus
1006800106,IKI80600P,A,,,,,4.0,lulus
806335422,IKO31250,B-,IKI20201,,,,2.7,hati hati
806457395,IKO31900,B-,,,,,2.7,hati hati
806457413,IKO31300,B-,IKI20102,IKI10400,IKI10100,,2.7,hati hati
806457483,IKO31300,B-,IKI20102,IKI10400,IKI10100,,2.7,hati hati
806457514,IKO31300,B-,IKI20102,IKI10400,IKI10100,,2.7,hati hati
806457565,IKO31258,B-,IKI20505,IKI10103,IKO21105,,2.7,hati hati
806457640,IKI30202,B-,IKI10200,,,,2.7,hati hati
906510035,IKI20201,B-,IKI10200,,,,2.7,hati hati
906629082,IKI10103,B-,,,,,2.7,hati hati
1006717193,IKI10201I,B-,,,,,2.7,hati hati
806457602,IKI30202,C,IKI10200,,,,2.0,hati hati
906563161,IKI20201,C,IKI10200,,,,2.0,hati hati
806444915,IKI83903T,C,,,,,2.0,hati hati
806335403,IKO31300,C,IKI20102,IKI10400,IKI10100,,2.0,hati hati
806457546,IKO31300,C,IKI20102,IKI10400,IKI10100,,2.0,hati hati
806445363,IKI83903T,A,,,,,4.0,lulus
906504234,IKI83409T,A,,,,,4.0,lulus
906593454,IKI83410T,A,,,,,4.0,lulus
906593605,IKI83401T,A,,,,,4.0,lulus
706271506,IKI40903,A,,,,,4.0,lulus
906656146,IKI82405T,A,,,,,4.0,lulus
906656524,IKI82203T,A,,,,,4.0,lulus
906656676,IKI82405T,A,,,,,4.0,lulus
706271600,IKI40999,A,,,,,4.0,lulus
706271582,IKI40999,C,,,,,2.0,hati hati
1006800352,IKI81404T,A,,,,,4.0,lulus
606155890,IKI90992,A,,,,,4.0,lulus
1006753135,IKI80362,A,,,,,4.0,lulus
706271645,IKS12800,C,,,,,2.0,hati hati
706276324,IKS31603,A,IKS22602,,,,4.0,lulus
706276532,IKI40903,A,,,,,4.0,lulus
806316890,IKS41850,A,,,,,4.0,lulus
806459974,IKS41852,A,IKS12800,IKS31504,IKI20700,,4.0,lulus
806460156,IKS31951,A,,,,,4.0,lulus
906493243,IKS12600,A,,,,,4.0,lulus
906563546,IKS21501,A,IKI10200,,,,4.0,lulus
906563874,IKI20102,A,,,,,4.0,lulus
906564006,IKI10830,A,,,,,4.0,lulus
1006685872,MAT10113,A,,,,,4.0,lulus
1006686326,UUI11001,A,,,,,4.0,lulus
1006760784,IKI10100,A,,,,,4.0,lulus
906618961,IKS31604,A,IKS22602,,,,4.0,lulus
906648516,IKI20505,A,IKS21501,IKO21502,,,4.0,lulus
906648661,IKS22403,A,IKI10103,,,,4.0,lulus
606101862,IKI30202,A,IKI10200,,,,4.0,lulus
706271475,IKI40902,A,,,,,4.0,lulus
706271475,IKO32402,A,IKI10400,,,,4.0,lulus
806483222,IKI83705T,B+,,,,,3.3,lulus
706271525,IKI40903,A,,,,,4.0,lulus
906504316,IKI83410T,B+,,,,,3.3,lulus
706271613,IKO32354,A,IKO22401,IKO31300,,,4.0,lulus
906593694,IKI83409T,B+,,,,,3.3,lulus
906504171,IKI83410T,B-,,,,,2.7,hati hati
906593920,IKI80924T,B-,,,,,2.7,hati hati
1006748242,IKI81701T,B-,,,,,2.7,hati hati
706166503,IKS31604,B-,IKS22602,,,,2.7,hati hati
806339585,IKI30202,B-,IKI10200,,,,2.7,hati hati
906518435,IKS12600,B-,,,,,2.7,hati hati
1006685582,UUI11001,B-,,,,,2.7,hati hati
906618721,IKS31605,B-,IKS22602,,,,2.7,hati hati
1006822952,IKS21501,B-,IKI10200,,,,2.7,hati hati
706271531,IKI40999,B-,,,,,2.7,hati hati
706271632,IKO42351,B-,IKI20700,IKO31300,,,2.7,hati hati
706271645,PSI22619,A,,,,,4.0,lulus
